25-Nov,@asyncapi/web-component@v2.6.6,@asyncapi,web-component,v2.6.6,NEW FINDING
25-Nov,@asyncapi/web-component@v2.6.7,@asyncapi,web-component,v2.6.7,NEW FINDING
,@bdkinc/knex-ibmi@v0.5.7,@bdkinc,knex-ibmi,v0.5.7,N/A
,@browserbasehq/bb9@v1.2.21,@browserbasehq,bb9,v1.2.21,N/A
,@browserbasehq/director-ai@v1.0.3,@browserbasehq,director-ai,v1.0.3,N/A
,@browserbasehq/mcp@v2.1.1,@browserbasehq,mcp,v2.1.1,N/A
,@browserbasehq/mcp-server-browserbase@v2.4.2,@browserbasehq,mcp-server-browserbase,v2.4.2,N/A
,@browserbasehq/sdk-functions@v0.0.4,@browserbasehq,sdk-functions,v0.0.4,N/A
,@browserbasehq/stagehand@v3.0.4,@browserbasehq,stagehand,v3.0.4,N/A
,@browserbasehq/stagehand-docs@v1.0.1,@browserbasehq,stagehand-docs,v1.0.1,N/A
25-Nov,@caretive/caret-cli@v0.0.2,@caretive,caret-cli,v0.0.2,NEW FINDING
25-Nov,@chtijs/eslint-config@v1.0.1,@chtijs,eslint-config,v1.0.1,NEW FINDING
,@clausehq/flows-step-httprequest@v0.1.14,@clausehq,flows-step-httprequest,v0.1.14,N/A
25-Nov,@clausehq/flows-step-jsontoxml@v0.1.14,@clausehq,flows-step-jsontoxml,v0.1.14,NEW FINDING
,@clausehq/flows-step-mqtt@v0.1.14,@clausehq,flows-step-mqtt,v0.1.14,N/A
25-Nov,@clausehq/flows-step-sendgridemail@v0.1.14,@clausehq,flows-step-sendgridemail,v0.1.14,NEW FINDING
,@clausehq/flows-step-taskscreateurl@v0.1.14,@clausehq,flows-step-taskscreateurl,v0.1.14,N/A
,@cllbk/ghl@v1.3.1,@cllbk,ghl,v1.3.1,N/A
25-Nov,@commute/bloom@v1.0.3,@commute,bloom,v1.0.3,NEW FINDING
25-Nov,@commute/market-data@v1.0.2,@commute,market-data,v1.0.2,NEW FINDING
,@commute/market-data-chartjs@v2.3.1,@commute,market-data-chartjs,v2.3.1,N/A
25-Nov,@dev-blinq/ai-qa-logic@v1.0.19,@dev-blinq,ai-qa-logic,v1.0.19,NEW FINDING
,@dev-blinq/blinqioclient@v1.0.21,@dev-blinq,blinqioclient,v1.0.21,N/A
25-Nov,@dev-blinq/cucumber_client@v1.0.738,@dev-blinq,cucumber_client,v1.0.738,NEW FINDING
,@dev-blinq/cucumber-js@v1.0.131,@dev-blinq,cucumber-js,v1.0.131,N/A
,@dev-blinq/ui-systems@v1.0.93,@dev-blinq,ui-systems,v1.0.93,N/A
25-Nov,@ensdomains/address-encoder@v1.1.5,@ensdomains,address-encoder,v1.1.5,NEW FINDING
25-Nov,@ensdomains/blacklist@v1.0.1,@ensdomains,blacklist,v1.0.1,NEW FINDING
25-Nov,@ensdomains/buffer@v0.1.2,@ensdomains,buffer,v0.1.2,NEW FINDING
25-Nov,@ensdomains/ccip-read-cf-worker@v0.0.4,@ensdomains,ccip-read-cf-worker,v0.0.4,NEW FINDING
25-Nov,@ensdomains/ccip-read-dns-gateway@v0.1.1,@ensdomains,ccip-read-dns-gateway,v0.1.1,NEW FINDING
25-Nov,@ensdomains/ccip-read-router@v0.0.7,@ensdomains,ccip-read-router,v0.0.7,NEW FINDING
25-Nov,@ensdomains/ccip-read-worker-viem@v0.0.4,@ensdomains,ccip-read-worker-viem,v0.0.4,NEW FINDING
25-Nov,@ensdomains/content-hash@v3.0.1,@ensdomains,content-hash,v3.0.1,NEW FINDING
25-Nov,@ensdomains/curvearithmetics@v1.0.1,@ensdomains,curvearithmetics,v1.0.1,NEW FINDING
25-Nov,@ensdomains/cypress-metamask@v1.2.1,@ensdomains,cypress-metamask,v1.2.1,NEW FINDING
25-Nov,@ensdomains/dnsprovejs@v0.5.3,@ensdomains,dnsprovejs,v0.5.3,NEW FINDING
25-Nov,@ensdomains/dnssec-oracle-anchors@v0.0.2,@ensdomains,dnssec-oracle-anchors,v0.0.2,NEW FINDING
25-Nov,@ensdomains/dnssecoraclejs@v0.2.9,@ensdomains,dnssecoraclejs,v0.2.9,NEW FINDING
25-Nov,@ensdomains/durin@v0.1.2,@ensdomains,durin,v0.1.2,NEW FINDING
25-Nov,@ensdomains/durin-middleware@v0.0.2,@ensdomains,durin-middleware,v0.0.2,NEW FINDING
25-Nov,@ensdomains/ens-archived-contracts@v0.0.3,@ensdomains,ens-archived-contracts,v0.0.3,NEW FINDING
25-Nov,@ensdomains/ens-avatar@v1.0.4,@ensdomains,ens-avatar,v1.0.4,NEW FINDING
25-Nov,@ensdomains/ens-contracts@v1.6.1,@ensdomains,ens-contracts,v1.6.1,NEW FINDING
25-Nov,@ensdomains/ens-test-env@v1.0.2,@ensdomains,ens-test-env,v1.0.2,NEW FINDING
25-Nov,@ensdomains/ens-validation@v0.1.1,@ensdomains,ens-validation,v0.1.1,NEW FINDING
25-Nov,@ensdomains/ensjs@v4.0.3,@ensdomains,ensjs,v4.0.3,NEW FINDING
25-Nov,@ensdomains/ensjs-react@v0.0.5,@ensdomains,ensjs-react,v0.0.5,NEW FINDING
25-Nov,@ensdomains/eth-ens-namehash@v2.0.16,@ensdomains,eth-ens-namehash,v2.0.16,NEW FINDING
25-Nov,@ensdomains/hackathon-registrar@v1.0.5,@ensdomains,hackathon-registrar,v1.0.5,NEW FINDING
25-Nov,@ensdomains/hardhat-chai-matchers-viem@v0.1.15,@ensdomains,hardhat-chai-matchers-viem,v0.1.15,NEW FINDING
25-Nov,@ensdomains/hardhat-toolbox-viem-extended@v0.0.6,@ensdomains,hardhat-toolbox-viem-extended,v0.0.6,NEW FINDING
25-Nov,@ensdomains/mock@v2.1.52,@ensdomains,mock,v2.1.52,NEW FINDING
25-Nov,@ensdomains/name-wrapper@v1.0.1,@ensdomains,name-wrapper,v1.0.1,NEW FINDING
25-Nov,@ensdomains/offchain-resolver-contracts@v0.2.2,@ensdomains,offchain-resolver-contracts,v0.2.2,NEW FINDING
25-Nov,@ensdomains/op-resolver-contracts@v0.0.2,@ensdomains,op-resolver-contracts,v0.0.2,NEW FINDING
25-Nov,@ensdomains/react-ens-address@v0.0.32,@ensdomains,react-ens-address,v0.0.32,NEW FINDING
25-Nov,@ensdomains/renewal@v0.0.13,@ensdomains,renewal,v0.0.13,NEW FINDING
25-Nov,@ensdomains/renewal-widget@v0.1.10,@ensdomains,renewal-widget,v0.1.10,NEW FINDING
25-Nov,@ensdomains/reverse-records@v1.0.1,@ensdomains,reverse-records,v1.0.1,NEW FINDING
25-Nov,@ensdomains/server-analytics@v0.0.2,@ensdomains,server-analytics,v0.0.2,NEW FINDING
25-Nov,@ensdomains/solsha1@v0.0.4,@ensdomains,solsha1,v0.0.4,NEW FINDING
25-Nov,@ensdomains/subdomain-registrar@v0.2.4,@ensdomains,subdomain-registrar,v0.2.4,NEW FINDING
25-Nov,@ensdomains/test-utils@v1.3.1,@ensdomains,test-utils,v1.3.1,NEW FINDING
25-Nov,@ensdomains/thorin@v0.6.51,@ensdomains,thorin,v0.6.51,NEW FINDING
25-Nov,@ensdomains/ui@v3.4.6,@ensdomains,ui,v3.4.6,NEW FINDING
25-Nov,@ensdomains/unicode-confusables@v0.1.1,@ensdomains,unicode-confusables,v0.1.1,NEW FINDING
25-Nov,@ensdomains/unruggable-gateways@v0.0.3,@ensdomains,unruggable-gateways,v0.0.3,NEW FINDING
25-Nov,@ensdomains/vite-plugin-i18next-loader@v4.0.4,@ensdomains,vite-plugin-i18next-loader,v4.0.4,NEW FINDING
25-Nov,@ensdomains/web3modal@v1.10.2,@ensdomains,web3modal,v1.10.2,NEW FINDING
,@everreal/react-charts@v2.0.2,@everreal,react-charts,v2.0.2,N/A
25-Nov,@faq-component/core@v0.0.4,@faq-component,core,v0.0.4,NEW FINDING
25-Nov,@faq-component/react@v1.0.1,@faq-component,react,v1.0.1,NEW FINDING
25-Nov,@fishingbooker/browser-sync-plugin@v1.0.5,@fishingbooker,browser-sync-plugin,v1.0.5,NEW FINDING
25-Nov,@fishingbooker/react-loader@v1.0.7,@fishingbooker,react-loader,v1.0.7,NEW FINDING
25-Nov,@fishingbooker/react-pagination@v2.0.6,@fishingbooker,react-pagination,v2.0.6,NEW FINDING
,@fishingbooker/react-raty@v2.0.1,@fishingbooker,react-raty,v2.0.1,N/A
25-Nov,@fishingbooker/react-swiper@v0.1.5,@fishingbooker,react-swiper,v0.1.5,NEW FINDING
25-Nov,@hapheus/n8n-nodes-pgp@v1.5.1,@hapheus,n8n-nodes-pgp,v1.5.1,NEW FINDING
25-Nov,@hover-design/core@v0.0.1,@hover-design,core,v0.0.1,NEW FINDING
25-Nov,@hover-design/react@v0.2.1,@hover-design,react,v0.2.1,NEW FINDING
,@huntersofbook/auth-vue@v0.4.2,@huntersofbook,auth-vue,v0.4.2,N/A
25-Nov,@huntersofbook/core@v0.5.1,@huntersofbook,core,v0.5.1,NEW FINDING
,@huntersofbook/core-nuxt@v0.4.2,@huntersofbook,core-nuxt,v0.4.2,N/A
,@huntersofbook/form-naiveui@v0.5.1,@huntersofbook,form-naiveui,v0.5.1,N/A
